Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
49949469,03/07/2021 12:08:04 AM,03/07/2021 12:23:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,115 WEST  131 STREET,WEST  131 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,,NEW YORK,WEST  131 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:23:36 AM,10 MANHATTAN,1019160024,MANHATTAN,999890,235081,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81190498255832,-73.94350024832974,"(40.81190498255832, -73.94350024832974)"
49951571,03/07/2021 12:08:19 AM,03/07/2021 12:29:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,145 CLINTON STREET,CLINTON STREET,BROOME STREET,GRAND STREET,BROOME STREET,GRAND STREET,,NEW YORK,CLINTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:29:32 AM,03 MANHATTAN,1003467501,MANHATTAN,988027,200357,PHONE,Unspecified,MANHATTAN,,,,,,,,40.716609610852494,-73.98637503616752,"(40.716609610852494, -73.98637503616752)"
49946010,03/07/2021 12:08:33 AM,03/07/2021 12:46:02 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1645 66 STREET,66 STREET,OVINGTON COURT,CAMERON COURT,OVINGTON COURT,CAMERON COURT,,BROOKLYN,66 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:46:06 AM,11 BROOKLYN,3055520065,BROOKLYN,985794,165425,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.620729745230314,-73.99443825117342,"(40.620729745230314, -73.99443825117342)"
49950365,03/07/2021 12:08:42 AM,03/07/2021 12:51:42 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,111 MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,WEST  123 STREET,WEST  124 STREET,WEST  123 STREET,WEST  124 STREET,,NEW YORK,MORNINGSIDE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:51:46 AM,09 MANHATTAN,1019500062,MANHATTAN,996793,234540,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81042502801598,-73.95468921934616,"(40.81042502801598, -73.95468921934616)"
49950441,03/07/2021 12:09:14 AM,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10001,BROADWAY,BROADWAY,BROADWAY,WEST   32 STREET,BROADWAY,WEST   32 STREET,,,,,In Progress,,,,05 MANHATTAN,,MANHATTAN,987526,211899,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74828976587631,-73.98817669911575,"(40.74828976587631, -73.98817669911575)"
49946399,03/07/2021 12:09:40 AM,03/07/2021 01:11:06 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11693,97-04 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   97 STREET,BEACH   98 STREET,BEACH   97 STREET,BEACH   98 STREET,,FAR ROCKAWAY,ROCKAWAY BEACH BOULEVARD,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 06:11:09 AM,14 QUEENS,4161530091,QUEENS,1034539,152420,ONLINE,Unspecified,QUEENS,,,,,,,,40.58489115184298,-73.8189476096159,"(40.58489115184298, -73.8189476096159)"
49946253,03/07/2021 12:09:50 AM,03/07/2021 03:00:15 AM,MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,Mayor's Office of Special Enforcement,NonCompliance with Phased Reopening,Restaurant/Bar Not in Compliance,Store/Commercial,10013,324 SPRING STREET,SPRING STREET,GREENWICH STREET,WASHINGTON STREET,GREENWICH STREET,WASHINGTON STREET,,NEW YORK,SPRING STREET,,Closed,,Thank you for your report. It will be used to inform the Cityâs ongoing work to ensure that New Yorkâs phased reopening is happening in a safe manner.,03/07/2021 08:00:17 AM,02 MANHATTAN,1005950072,MANHATTAN,981668,203779,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72600260430996,-74.00931549246593,"(40.72600260430996, -74.00931549246593)"
49949241,03/07/2021 12:09:54 AM,03/07/2021 12:53:06 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,160 HAVEMEYER STREET,HAVEMEYER STREET,RAMON RAIMUNDI WAY,SOUTH    3 STREET,RAMON RAIMUNDI WAY,SOUTH    3 STREET,,BROOKLYN,HAVEMEYER STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:53:08 AM,01 BROOKLYN,3024200022,BROOKLYN,995976,198447,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.711360152665364,-73.95770353476442,"(40.711360152665364, -73.95770353476442)"
49950272,03/07/2021 12:10:14 AM,03/07/2021 02:13:14 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,42-10 82 STREET,82 STREET,BROADWAY,45 AVENUE,BROADWAY,45 AVENUE,,ELMHURST,82 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 07:13:16 AM,04 QUEENS,4015277502,QUEENS,1016678,209889,ONLINE,Unspecified,QUEENS,,,,,,,,40.74271397228728,-73.88297496129194,"(40.74271397228728, -73.88297496129194)"
49946993,03/07/2021 12:10:28 AM,03/07/2021 12:47:34 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,1727 74 STREET,74 STREET,17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,,BROOKLYN,74 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:47:38 AM,11 BROOKLYN,3062040073,BROOKLYN,985099,163322,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.61495754058157,-73.9969420230285,"(40.61495754058157, -73.9969420230285)"
49949093,03/07/2021 12:11:13 AM,03/07/2021 12:48:53 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11204,7023 BAY PARKWAY,BAY PARKWAY,70 STREET,71 STREET,70 STREET,71 STREET,,BROOKLYN,BAY PARKWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:48:56 AM,11 BROOKLYN,3065740001,BROOKLYN,988516,161790,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61075153017263,-73.98463544415276,"(40.61075153017263, -73.98463544415276)"
49951389,03/07/2021 12:11:13 AM,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10009,131 ST MARKS PLACE,ST MARKS PLACE,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,,NEW YORK,ST MARKS PLACE,,In Progress,,,,03 MANHATTAN,1004360034,MANHATTAN,988592,204216,ONLINE,Unspecified,MANHATTAN,,,"131 ST MARKS PLACE, MANHATTAN (NEW YORK), NY, 10009",,,,,40.727201374138566,-73.98433439348193,"(40.727201374138566, -73.98433439348193)"
49950497,03/07/2021 12:11:19 AM,03/07/2021 12:45:13 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,BARBEY STREET,BARBEY STREET,BARBEY STREET,LIBERTY AVENUE,BARBEY STREET,LIBERTY AVENUE,,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:45:16 AM,05 BROOKLYN,,BROOKLYN,1015246,185444,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67562343262732,-73.88825524173171,"(40.67562343262732, -73.88825524173171)"
49946577,03/07/2021 12:11:34 AM,03/07/2021 12:51:32 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,322 EAST   28 STREET,EAST   28 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,,BROOKLYN,EAST   28 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,03/07/2021 05:51:34 AM,17 BROOKLYN,3051930014,BROOKLYN,997959,173332,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64242231233431,-73.95060180943484,"(40.64242231233431, -73.95060180943484)"
49951524,03/07/2021 12:12:04 AM,03/07/2021 01:42:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,101 HUMBOLDT STREET,HUMBOLDT STREET,SEIGEL STREET,BORINQUEN PLZ II PEDESTRIAN PATH,SEIGEL STREET,BORINQUEN PLZ II PEDESTRIAN PATH,,BROOKLYN,HUMBOLDT STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:42:10 AM,01 BROOKLYN,3030800040,BROOKLYN,1000578,196129,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70499049657415,-73.94110943879228,"(40.70499049657415, -73.94110943879228)"
49952312,03/07/2021 12:12:09 AM,03/07/2021 12:49:43 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,480 CONVENT AVENUE,CONVENT AVENUE,WEST  151 STREET,WEST  152 STREET,WEST  151 STREET,WEST  152 STREET,,NEW YORK,CONVENT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:49:46 AM,09 MANHATTAN,1020660019,MANHATTAN,1000044,241108,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82844712033458,-73.94292973597275,"(40.82844712033458, -73.94292973597275)"
49948020,03/07/2021 12:12:10 AM,03/07/2021 01:12:42 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,95 LOGAN STREET,LOGAN STREET,ETNA STREET,RIDGEWOOD AVENUE,ETNA STREET,RIDGEWOOD AVENUE,,BROOKLYN,LOGAN STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 06:12:44 AM,05 BROOKLYN,3041140007,BROOKLYN,1017977,188565,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68417987802536,-73.8783940107801,"(40.68417987802536, -73.8783940107801)"
49952603,03/07/2021 12:12:19 AM,03/07/2021 01:55:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,90-63 54 AVENUE,54 AVENUE,90 STREET,92 STREET,90 STREET,92 STREET,,ELMHURST,54 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:55:06 AM,04 QUEENS,4018550042,QUEENS,1019499,208012,ONLINE,Unspecified,QUEENS,,,,,,,,40.73755128503582,-73.87280448400284,"(40.73755128503582, -73.87280448400284)"
49950721,03/07/2021 12:12:23 AM,03/07/2021 02:22:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,50 3 AVENUE,3 AVENUE,EAST   10 STREET,EAST   11 STREET,EAST   10 STREET,EAST   11 STREET,,NEW YORK,3 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 07:22:58 AM,03 MANHATTAN,1005560026,MANHATTAN,987310,205552,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73086890418121,-73.98895914459943,"(40.73086890418121, -73.98895914459943)"
49947510,03/07/2021 12:12:38 AM,03/07/2021 01:02:37 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10472,1207 BEACH AVENUE,BEACH AVENUE,GLEASON AVENUE,PELHAM LINE,GLEASON AVENUE,PELHAM LINE,,BRONX,BEACH AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 06:02:43 AM,09 BRONX,2037630001,BRONX,1021327,241829,MOBILE,Unspecified,BRONX,,,,,,,,40.83036235589997,-73.86602154214397,"(40.83036235589997, -73.86602154214397)"
49949577,03/07/2021 12:12:45 AM,03/07/2021 12:49:43 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,231 EAST   14 STREET,EAST   14 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   14 STREET,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 05:49:46 AM,06 MANHATTAN,1008960015,MANHATTAN,988030,206313,PHONE,Unspecified,MANHATTAN,,,,,,,,40.732957384067255,-73.98636086878214,"(40.732957384067255, -73.98636086878214)"
49946622,03/07/2021 12:12:48 AM,03/07/2021 03:53:07 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,58-36 78 STREET,78 STREET,58 AVENUE,CALDWELL AVENUE,58 AVENUE,CALDWELL AVENUE,,MIDDLE VILLAGE,78 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 08:53:09 AM,05 QUEENS,4028250022,QUEENS,1016785,203970,ONLINE,Unspecified,QUEENS,,,,,,,,40.726467397082395,-73.88261744718652,"(40.726467397082395, -73.88261744718652)"
49946249,03/07/2021 12:12:48 AM,03/07/2021 01:45:39 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11212,2058 UNION STREET,UNION STREET,EAST NEW YORK AVENUE,SUTTER AVENUE,EAST NEW YORK AVENUE,SUTTER AVENUE,,BROOKLYN,UNION STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:45:40 AM,16 BROOKLYN,3035090059,BROOKLYN,1006098,181519,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66487749371793,-73.92124771475869,"(40.66487749371793, -73.92124771475869)"
49951246,03/07/2021 12:12:54 AM,03/07/2021 12:41:40 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,5 ST NICHOLAS TERRACE,ST NICHOLAS TERRACE,WEST  127 STREET,WEST  128 STREET,WEST  127 STREET,WEST  128 STREET,,NEW YORK,ST NICHOLAS TERRACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:41:42 AM,09 MANHATTAN,1019540009,MANHATTAN,997520,235317,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81255661453725,-73.95206144303492,"(40.81255661453725, -73.95206144303492)"
49951837,03/07/2021 12:13:14 AM,03/07/2021 12:37:22 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11228,920 72 STREET,72 STREET,FT HAMILTON PARKWAY,10 AVENUE,FT HAMILTON PARKWAY,10 AVENUE,,BROOKLYN,72 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 05:37:26 AM,10 BROOKLYN,3059130012,BROOKLYN,980449,167666,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.626880140381665,-74.013693105885,"(40.626880140381665, -74.013693105885)"
49951585,03/07/2021 12:13:29 AM,03/07/2021 12:50:06 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,11223,1921 STILLWELL AVENUE,STILLWELL AVENUE,83 STREET,25 AVENUE,83 STREET,25 AVENUE,,BROOKLYN,STILLWELL AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:50:08 AM,11 BROOKLYN,3070750079,BROOKLYN,988188,157772,PHONE,Unspecified,BROOKLYN,,,,,,,,40.599723092021506,-73.98581912167346,"(40.599723092021506, -73.98581912167346)"
49951381,03/07/2021 12:13:31 AM,03/07/2021 12:27:12 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10009,131 ST MARKS PLACE,ST MARKS PLACE,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,,NEW YORK,ST MARKS PLACE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 05:27:16 AM,03 MANHATTAN,1004360034,MANHATTAN,988592,204216,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.727201374138566,-73.98433439348193,"(40.727201374138566, -73.98433439348193)"
49945032,03/07/2021 12:13:47 AM,03/07/2021 01:40:26 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10452,1401 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,,BRONX,TOWNSEND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,03/07/2021 06:40:30 AM,04 BRONX,2028430031,BRONX,1007305,245341,MOBILE,Unspecified,BRONX,,,,,,,,40.840049510280785,-73.91667819969372,"(40.840049510280785, -73.91667819969372)"
49947997,03/07/2021 12:13:59 AM,03/07/2021 12:41:55 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,535 85 STREET,85 STREET,FIREFIGHTER BEHETTE 9/11 MEM WAY,FT HAMILTON PARKWAY,FIREFIGHTER BEHETTE 9/11 MEM WAY,FT HAMILTON PARKWAY,,BROOKLYN,85 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,03/07/2021 05:41:57 AM,10 BROOKLYN,3060270061,BROOKLYN,977342,165772,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.621679629244674,-74.02488413740622,"(40.621679629244674, -74.02488413740622)"
49944498,03/07/2021 12:14:05 AM,03/07/2021 01:44:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,2050 DAVIDSON AVENUE,DAVIDSON AVENUE,ANTONIA VASQUEZ WAY,WEST  180 STREET,ANTONIA VASQUEZ WAY,WEST  180 STREET,,BRONX,DAVIDSON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 06:44:20 AM,05 BRONX,2031920001,BRONX,1009652,250485,ONLINE,Unspecified,BRONX,,,,,,,,40.85416182830136,-73.90817655517101,"(40.85416182830136, -73.90817655517101)"
49945826,03/07/2021 12:14:40 AM,03/07/2021 12:24:23 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11209,221 71 STREET,71 STREET,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,,BROOKLYN,71 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/07/2021 05:24:25 AM,10 BROOKLYN,3058860069,BROOKLYN,976321,170501,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63465888301292,-74.02856755951505,"(40.63465888301292, -74.02856755951505)"
49952751,03/07/2021 12:14:51 AM,03/07/2021 12:28:01 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,5 BLUE SLIP,BLUE SLIP,DUPONT STREET,FRANKLIN STREET,DUPONT STREET,FRANKLIN STREET,,BROOKLYN,BLUE SLIP,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 05:28:06 AM,01 BROOKLYN,3024727502,BROOKLYN,995400,207272,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.73558338244384,-73.95976658433176,"(40.73558338244384, -73.95976658433176)"
49950128,03/07/2021 12:15:06 AM,03/07/2021 03:00:31 AM,MAYOR'S OFFICE OF SPECIAL ENFORCEMENT,Mayor's Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Street/Sidewalk,11377,65-25 ROOSEVELT AVENUE,ROOSEVELT AVENUE,39 AVENUE,67 STREET,39 AVENUE,67 STREET,,WOODSIDE,ROOSEVELT AVENUE,,Closed,,Thank you for your report. It will be used to inform the Cityâs ongoing work to ensure that New Yorkâs phased reopening is happening in a safe manner.,03/07/2021 08:00:34 AM,02 QUEENS,4012237503,QUEENS,1012468,211135,PHONE,Unspecified,QUEENS,,,,,,,,40.7461483635811,-73.89816262068705,"(40.7461483635811, -73.89816262068705)"
49952647,03/07/2021 12:15:07 AM,03/07/2021 12:27:37 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10009,131 ST MARKS PLACE,ST MARKS PLACE,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,,NEW YORK,ST MARKS PLACE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,03/07/2021 05:27:41 AM,03 MANHATTAN,1004360034,MANHATTAN,988592,204216,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.727201374138566,-73.98433439348193,"(40.727201374138566, -73.98433439348193)"
49947923,03/07/2021 12:15:09 AM,03/07/2021 03:10:44 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10459,941 HOE AVENUE,HOE AVENUE,EAST  163 STREET,ALDUS STREET,EAST  163 STREET,ALDUS STREET,,BRONX,HOE AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,03/07/2021 08:10:47 AM,02 BRONX,2027427501,BRONX,1014605,238750,PHONE,Unspecified,BRONX,,,,,,,,40.82193704510607,-73.89032552130838,"(40.82193704510607, -73.89032552130838)"
